word,translation_en,translation_jp
перейти,"get across, get over, cross, get, pass on, pass, turn, move on",渡る、越える、渡る、得る、通過する、通過する、向きを変える、先に進む
практически,hardly,しそうにない
существование,existence,存在
вход,"entrance, entry",入り口、入り口
церковь,church,教会
музей,museum,博物館
опасность,"danger, peril, jeopardy",危険、危機、危険
поиск,search,検索
источник,"source, a place where something is born appears or begins to spread",源、何かが生まれる場所、または広がり始める場所
выступать,oppose publicly,公然と反対する
определить,"define, determine",定義する、決定する
представление,"notion, idea, conception",概念、アイデア、構想
способность,ability,能力
понятие,concept,コンセプト
водитель,driver,ドライバ
изменение,a change,変化
вывод,conclusion,結論
комиссия,"commission, committee",委員会、委員会
стоить,cost,料金
множество,tons of,たくさんの
явление,phenomenon,現象
очевидно,"obviously, apparently, manifestly, evidently",明らかに、明らかに、明らかに、明らかに
рано,"it is early, it is too early, early",早い、早すぎる、早い
строить,"to build, construct",建てる、構築する
ниже,"lower, below",下の、下の
наверняка,"for sure, certainly",確かに、確かに
озеро,lake,湖
разобраться,"figure out, deal with",理解する、対処する
кино,"cinema, pictures, movies",映画、写真、映画
должность,position (job),ポジション（仕事）
песня,song,歌
выполнять,to perform to carry out,実行する
проект,"project, design, scheme, draft",プロジェクト、設計、計画、草案
навсегда,"forever, for good",永遠に、永久に
суть,essence,エッセンス
платье,"dress, gown",ドレス、ガウン
хозяйство,farm,農場
пункт,"point, station, paragraph, item, plank",ポイント、ステーション、段落、項目、板
вкус,"taste, manner, style",味、態度、スタイル
спустя,after,後
кофе,coffee,コーヒー
отделение,separation,分離
подать,tax,税
телевизор,"television set, TV set",テレビセット、テレビセット
помещение,room,部屋
поведение,"behavior, behaviour",行動、振る舞い
создание,creation,創造
собрание,"meeting, gathering, assembly, collection",会議、集合、集合、収集
безопасность,"safety, security",安全、安心
заявление,"statement, declaration, application, written request",声明、宣言、申請書、書面による要求
подарок,"present, gift",プレゼント、贈り物
университет,university,大学
товар,"commodity, article, goods, wares",商品、物品、商品、品物
абсолютно,"absolutely, perfectly, utterly",絶対に、完璧に、完全に
политика,politics,政治
вес,weight,重さ
поток,stream or flow,流れまたは流れ
решать,"decide, determine, resolve, be determined, solve",決める、決める、解決する、決意する、解決する
выполнить,"implement, accomplish, carry into effect, realize",実施する、達成する、発効させる、実現する
корпус,"body, corpus",体、体
близко,"near, close by, nearly",近く、近く、ほぼ
редко,rarely,めったに
сеть,"web, meshes, toils, system, circuit, net, fishnet",ウェブ、メッシュ、トイル、システム、回路、ネット、フィッシュネット
сообщение,message,メッセージ
парк,"park, fleet, stock, yard, depot",公園、フリート、在庫、ヤード、デポ
бороться,to fight (reflexive),戦う（反射的に）
расстояние,"distance, space",距離、空間
официальный,official,正式
выбор,"choice, selection, option, alternative, election",選択、選択、オプション、選択肢、選択
содержание,"content, matter, substance, table of contents",内容、事項、実質、目次
участвовать,"participate, to take part in",参加する、参加する
температура,"temperature, high temperature",温度、高温
создавать,"create, originate, set up, establish, found",作成する、開始する、設定する、確立する、見つけた
слой,layer,層
ровно,evenly,均等に
заместитель,"deputy, vice-",副、副
отличие,distinction difference(from),区別の違い（から）
исследование,"research, investigation, analysis, exploration, paper, essay",研究、調査、分析、探索、論文、エッセイ
научиться,learn,学ぶ
техника,technique,技術
контроль,control,コントロール
влияние,influence,影響
покупать,"buy, purchase, bathe, bath",買う、購入する、入浴する、入浴する
следствие,consequence,結果
насколько,"how much, as far as, so far as",どれくらい、どこまで、どこまでも
выбирать,"choose, select, pick out, take out",選ぶ、選ぶ、取り出す、取り出す
заранее,in advance,あらかじめ
сохранить,keep,保つ
менять,"change, exchange",変える、交換する
указать,"to point out/at [something], indicate",[何か]を指摘する/指摘する、指示する
открытие,"discovery, throwing open, opening",発見、開ける、開ける
храм,temple,寺
строительство,"construction, building, project",建設、建物、プロジェクト
погода,weather,天気
шоссе,"highway, macadam road",高速道路、マカダムロード
уничтожить,"destroy, annihilate, obliterate",破壊する、全滅させる、消滅させる
добиться,to achieve,達成する
поддерживать,"support, back, second, maintain, keep up, bear",サポート、バック、セカンド、維持、維持、耐える
отлично,excellently,見事に
особенность,peculiarity,特異性
памятник,"monument, memorial, tombstone, statue",記念碑、記念碑、墓石、像
покинуть,"leave, abandon, desert, forsake",離れる、放棄する、放棄する、放棄する
везде,everywhere,どこでも
сегодняшний,today's (adj),今日の（形容詞）
юг,south,南
новость,news,ニュース
поражение,defeat,敗北
компьютер,computer,コンピューター
договор,agreement,合意
библиотека,"library, lending library, reference library",図書館、貸出図書館、参考図書館
согласно,according to,によると
депутат,"government official, deputy",政府高官、副官
удобный,"comfortable, handy, cosy",快適な、便利な、居心地の良い
ответственность,"responsibility, amenability",責任感、従順さ
переход,"passing, crossing, transition, change, crossing, march, passing",通過、交差点、移行、変化、交差点、行進、通過
услуга,service,サービス
модель,"model, pattern",モデル、パターン
отдых,rest,休む
поддержка,"backing, seconding, encouragement, support",後援、後援、激励、サポート
разрешение,"permission, permit, authorization, authorisation, licence, solution, settlement",許可、許可、許認可、許認可、許可、解決、和解
производить,to produce/to make,生産する/作る
кладбище,"cemetery, burial-ground, graveyard, church yard",墓地、埋葬地、墓地、教会の庭
шанс,chance,チャンス
исключительно,exclusively,独占的に
прекратить,"stop, cease, discontinue, put an end, make an end, bring to a stop, break off, sever",やめる、やめる、中止する、終止符を打つ、終わらせる、止める、断ち切る、断ち切る
обеспечить,to provide,提供する
организовать,"organize, to organise",整理する、整理する
стиль,style,スタイル
концерт,"concert, recital, concerto",コンサート、リサイタル、協奏曲
приобрести,"acquire, gain, ",獲得する、獲得する、
особо,"really, particularly",本当に、特に
поддержать,support,サポート
якобы,as if /as though / allegedly / supposedly,まるで/まるで/おそらく/おそらく
продолжить,"continue, go on, proceed, keep on, extend, prolong",続ける、続ける、続ける、続ける、延長する、延長する
метро,metro,地下鉄
отдохнуть,"rest, be resting, be on holiday, relax",休む、休む、休暇をとる、リラックスする
бизнес,business,仕事
вовремя,"on time, in time",時間通りに、時間通りに
оценка,grade,学年
использование,"utilization, usage, using, utilisation",利用、利用、利用、活用
наличие,availability presence,可用性の存在
применять,apply employ use,適用する 雇用する 使用する
путешествие,"journey, voyage, trip, travels",旅、航海、旅、旅行
давление,pressure,プレッシャー
дважды,"twice, two times",二度、二度
вне,"out of, outside, off",外側、外側、オフ
воспользоваться,"avail oneself, profit, take advantage, appropriate",利用する、利益を得る、活用する、適切な
штат,state,州
продажа,"sale, selling",販売、販売
отличный,"excellent, awesome, first-class, great",優れた、素晴らしい、ファーストクラス、素晴らしい
относительно,"relatively, about, quite",比較的、ほぼ、かなり
переговоры,"negotiations, talks, parley",交渉、話し合い、交渉
выступление,performance,パフォーマンス
торговля,"trade, commerce",貿易、商業
транспорт,"transport, transportation, consignment, train, supply ship, troop transport, troopship, troop-carrier, carrying forward",輸送、輸送、委託品、列車、補給船、兵員輸送、兵員輸送船、兵員輸送車、繰り越し
недалеко,"not far, close",遠くない、近い
обмен,"exchange, interchange, barter",交換、交換、物々交換
перевод,"translation, interpretation",翻訳、通訳
кафе,"café, coffee-house",カフェ、コーヒーハウス
режиссёр,producer,プロデューサー
воскресенье,Sunday,日曜日
проверка,check-up control or examination,検査管理または検査
питание,nourishment or nutrition,栄養とか栄養とか
накануне,"the day before, on the eve, just before",前日、前夜、直前
выставка,exhibition,展示
помимо,in addition to,に加えて
брак,marriage,結婚
соответствовать,suit conform be consistent with,スーツに適合する
заменить,to replace,交換する
нормально,normally,普通に
корреспондент,"correspondent, reporter",特派員、記者
стоимость,"cost, value",コスト、価値
впоследствии,"afterwards, later, later on, subsequently",その後、その後、その後、その後
вина,fault,故障
объём,"volume, capacity, size, extend, scope",ボリューム、容量、サイズ、拡張、範囲
флот,fleet,艦隊
налог,tax,税
выделить,"allocate, pick out, choose, single out, allot, ear-mark, detach, find, provide, apportion, mark out, distinguish, secrete, excrete, discharge, exude, educe, isolate",割り当てる、選び出す、選ぶ、選び出す、配分する、耳印を付ける、切り離す、見つける、提供する、分配する、マークアウトする、区別する、分泌する、排泄する、排出する、染み出す、教育する、隔離する
задать,"ask, give, set",尋ねる、与える、設定する
плюс,"plus, advantage",プラス、利点
сопротивление,resistance,抵抗
доход,"income, revenue, profit, return, receipts, earnings",収入、収益、利益、収益、領収書、収入
проспект,"avenue, prospectus, booklet, folder",アベニュー、目論見書、小冊子、フォルダー
заказать,order,注文
мебель,furniture,家具
общение,communication,コミュニケーション
ремонт,"repair, maintenance, remount service",修理、メンテナンス、再取り付けサービス
заказ,"order, prohibition, interdict",命令、禁止、禁止
практика,practice,練習する
наступление,arrival or onset,到着または発症
привлечь,to attract,引き寄せる
выполнение,"implementation, fulfilment, carrying-out",実装、履行、遂行
имущество,"property, belongings, stock, stores, equipment",財産、持ち物、在庫、店舗、設備
сюжет,plot,プロット
монастырь,monastery,修道院
аэропорт,airport,空港
рис,"rice, paddy",米、水田
крепость,stronghold,要塞
интервью,interview,インタビュー
адвокат,"advocate, counsellor, ",擁護者、カウンセラー、
восстановить,to restore,復元する
внести,"to bring in, carry in, make",持ち込む、持ち込む、作る
непосредственно,"immediately, directly",すぐに、直接的に
реклама,"advertisement, publicity, advertising",広告、宣伝、広告
премьера,"premiere, new production",初演、新作
предоставить,"to grant, to provide",与える、提供する
приговор,"sentence, verdict, condemnation",判決、判決、有罪判決
избавиться,to get rid of,取り除くために
преимущество,"advantage, vantage",利点、利点
мусор,"garbage, trash, debris, rubbish, sweepings, dust, refuse, police (slang)",ゴミ、ゴミ、瓦礫、がらくた、掃除、ほこり、廃棄物、警察（俗語）
салон,salon cabin,サロンキャビン
бюро,bureau,局
подробно,"in detail, at length, minutely",詳細に、長々と、細かく
село,village,村
уточнить,to clarify,明確にする
набор,set/kit range assortment collection,セット/キット範囲の詰め合わせコレクション
украинский,Ukrainian,ウクライナ語
объявление,advertisement or announcement,広告またはアナウンス
общаться,communicate socialise converse deal with,コミュニケーションを取る 社交する 会話する 逆に対処する
управлять,control,コントロール
ежедневно,"daily, every day",毎日、毎日
официально,officially,正式に
бесплатно,"free of charge, gratis",無料、無償
мэр,mayor,市長
уникальный,unique,個性的
мяч,ball,ボール
матч,match,マッチ
игрок,"player, gambler",プレイヤー、ギャンブラー
сотрудничество,cooperation,協力
соглашение,"agreement, understanding, covenant",合意、理解、約束
выпуск,graduation: release,卒業：リリース
избежать,"to escape, to run from",逃げる、逃げる
понедельник,Monday,月曜日
увеличить,"increase, enlarge, extend, augment, magnify",増加する、拡大する、拡大する、拡張する、拡大する
посетить,visit,訪問
контракт,"contract, agreement",契約、協定
офис,office,オフィス
обувь,shoes,靴
факультет,"faculty, department",学部、学科
сравнительно,"comparatively, relatively",比較的、比較的
агентство,agency,代理店
вероятность,likelihood,可能性
оформить,"formalize, form, formalise",形式化する、形式化する、形式化する
стандартный,standard,標準
чемпион,"champion, title-holder",チャンピオン、タイトルホルダー
сочетание,combination,組み合わせ
ущерб,"damage, loss, detriment, prejudice",損害、損失、不利益、偏見
вследствие,"as a result of, owing to, on account of, in consequence of",～の結果として、～のせいで、～のせいで、～の結果として
побережье,"sea-coast, coast, seaboard, littoral, shore",海岸、海岸、海岸、沿岸、海岸
развивать,to develop,開発する
обслуживание,service,サービス
приблизительно,"approximately, roughly",およそ、およそ
частично,"in part, partially",部分的に、部分的に
оформление,"paperwork, appearance, design, official registration, legalization",書類作成、外観、デザイン、正式登録、合法化
штраф,finе,罰金
турнир,tournament,トーナメント
жительство,residence,住居
финал,"finale, ending, denouement, final",フィナーレ、エンディング、大団円、最終
менеджер,manager,マネージャー
четверг,Thursday,木曜日
меню,"menu, bill of fare",メニュー、料金表
вторник,Tuesday,火曜日
экспорт,export,輸出
отопление,heating,加熱
достичь,to reach,到達する
банка,jar,瓶
недвижимость,real estatе,不動産
скидка,discount,割引
улучшить,"improve, make better, ameliorate, amend, grade up, better, improve on",改善する、改善する、改善する、修正する、グレードアップする、より良くする、改善する
доставка,delivery,配達
комфорт,comfort,快適
кондиционер,air-conditioner,エアコン
удалять,delete,消去
мор,"pestilence, wholesale deaths",疫病、大量死
ассортимент,"assortment, set",詰め合わせ、セット
порекомендовать,"recommend, advise",勧める、アドバイスする
деньги,"money, funds, cash",お金、資金、現金
всё,"always, all the time, the whole time, still, only, all, all the same, however, nevertheless",いつも、いつも、ずっと、それでも、ただ、すべて、いつも同じ、それでも
должен,"must, have to, be bound, ought, should",しなければならない、しなければならない、しなければならない、しなければならない、しなければならない、しなければならない
что-то,"something, somehow, it looks as if",何か、どういうわけかのように見えます
больше,more,もっと
нужно,"it is necessary, must, one should, one ought, you should, you ought, should",それは必要である、しなければならない、すべきである、すべきである、すべきである、すべきである、すべきである
кто-то,"somebody, someone",誰か、誰か
рядом,"near, next to, side by side, beside, by, next, next door",近く、隣、並んで、隣、隣、隣、隣
всего,"in all, only, in total, merely",まったく、ただ、まったく、ただ
дома,at home,自宅で
что-нибудь,"anything, something",何か、何か
где-то,"somewhere, anywhere",どこか、どこでも
лучше,"better, it is better",良い、その方が良い
пожалуй,"perhaps, very likely, maybe, I think",おそらく、おそらく、おそらく、おそらく、私は思う
лично,personally,個人的に
меньше,less,少ない
по-прежнему,"as before, as usual",以前のように、いつものように
часы,"watch, wrist-watch, clock",時計、腕時計、時計
ворота,"gate, gates, goal, hoop",ゲート、ゲート、ゴール、フープ
очки,"glasses, spectacles, goggles",メガネ、眼鏡、ゴーグル
чего,what,何
неизвестно,"unknown, it is not known",不明です、知られていません
полка,"the shelf, the rack",棚、ラック
угодно,"wanted, needed",望んでいる、必要とされている
тур,"turn, round, gabion, aurochs, Caucasian goat",ターン、ラウンド、蛇籠、オーロックス、白人ヤギ
желательно,preferable (adv),好ましい（上級）
раньше,before,前に
дальше,"farther, further, next, then, any longer",さらに、さらに、次、それから、これ以上
дети,"children, kids, babies",子供、子供、赤ちゃん
легче,it is easier,それは簡単です
люди,"people, servants, men",人々、使用人、男性
позже,later,後で
родители,parents,両親
скорее,"rather, sooner",むしろもっと早く
дверь,door,ドア
позднее,later,後で
вина,"fault, guilt",過失、罪悪感
замок,castle,城
замок,lock,ロック
