word,translation_en,translation_jp
матч,match,マッチ
игрок,"player, gambler",プレーヤー
сотрудничество,cooperation,協力
соглашение,"agreement, understanding, covenant",合意
выпуск,graduation: release,リリース
избежать,"to escape, to run from",避ける
понедельник,Monday,月曜日
увеличить,"increase, enlarge, extend, augment, magnify",増加
посетить,visit,訪問
контракт,"contract, agreement",契約
офис,office,オフィス
обувь,shoes,靴
факультет,"faculty, department",学部
сравнительно,"comparatively, relatively",比較的
агентство,agency,代理店
вероятность,likelihood,確率
оформить,"formalize, form, formalise",デザイン
стандартный,standard,標準
чемпион,"champion, title-holder",チャンピオン
сочетание,combination,組み合わせ
ущерб,"damage, loss, detriment, prejudice",ダメージ
вследствие,"as a result of, owing to, on account of, in consequence of",により
побережье,"sea-coast, coast, seaboard, littoral, shore",海岸
развивать,to develop,開発する
обслуживание,service,サービス
приблизительно,"approximately, roughly",約
частично,"in part, partially",部分的に
оформление,"paperwork, appearance, design, official registration, legalization",登録
штраф,finе,大丈夫
турнир,tournament,トーナメント
жительство,residence,住居
финал,"finale, ending, denouement, final",ファイナル
менеджер,manager,マネージャー
четверг,Thursday,木曜日
меню,"menu, bill of fare",メニュー
вторник,Tuesday,火曜日
экспорт,export,輸出
отопление,heating,加熱
достичь,to reach,到着
банка,jar,瓶
недвижимость,real estatе,不動産
скидка,discount,割引
улучшить,"improve, make better, ameliorate, amend, grade up, better, improve on",改善する
доставка,delivery,配達
комфорт,comfort,快適
кондиционер,air-conditioner,エアコン
удалять,delete,消去
мор,"pestilence, wholesale deaths",疫病
ассортимент,"assortment, set",品揃え
порекомендовать,"recommend, advise",推薦する
деньги,"money, funds, cash",お金
всё,"always, all the time, the whole time, still, only, all, all the same, however, nevertheless",全て
должен,"must, have to, be bound, ought, should",しなければならない
что-то,"something, somehow, it looks as if",何か
больше,more,もっと
нужно,"it is necessary, must, one should, one ought, you should, you ought, should",する必要がある
кто-то,"somebody, someone",誰か
рядом,"near, next to, side by side, beside, by, next, next door",近く
всего,"in all, only, in total, merely",合計
дома,at home,住宅
что-нибудь,"anything, something",何でも
где-то,"somewhere, anywhere",どこかで
лучше,"better, it is better",より良い
пожалуй,"perhaps, very likely, maybe, I think",多分
лично,personally,個人的に
меньше,less,少ない
по-прежнему,"as before, as usual",まだ
часы,"watch, wrist-watch, clock",時計
ворота,"gate, gates, goal, hoop",ゲート
очки,"glasses, spectacles, goggles",眼鏡
чего,what,何
неизвестно,"unknown, it is not known",未知
полка,"the shelf, the rack",棚
угодно,"wanted, needed",何でも
тур,"turn, round, gabion, aurochs, Caucasian goat",ツアー
желательно,preferable (adv),できれば
раньше,before,以前
дальше,"farther, further, next, then, any longer",さらに遠く
дети,"children, kids, babies",子供たち
легче,it is easier,より簡単に
люди,"people, servants, men",人々
позже,later,後で
родители,parents,両親
скорее,"rather, sooner",より速く
дверь,door,ドア
позднее,later,後で
вина,"fault, guilt",罪悪感
замок,castle,ロック
замок,lock,ロック
